alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,lp_mean_%,lp_med_%,rt_mean_%,rt_cap_growth_%,premium_over_fv_mean,viable
0.1,0.2,0.26,0.34,0.08,0.6,-0.2344235641934065,1.2929366821448962,0.14306610951497156,15.243627023563633,0.835502952522634,False
0.1,0.2,0.26,0.34,0.08,0.7,-0.15576116728964992,1.3847057899169752,0.148057288418924,15.906300508556658,0.8815502725993278,False
0.1,0.2,0.26,0.34,0.08,0.8,-0.25924668925061706,1.2115450705075885,0.13971385032674744,14.81149182153796,0.84597775504961,False
0.1,0.2,0.26,0.34,0.12,0.6,-0.27839338452575446,1.236182253461301,0.15253518718954598,16.19202624606273,0.8728203181193139,False
0.1,0.2,0.26,0.34,0.12,0.7,-0.22584151788443943,1.266436599556163,0.1487958565929602,15.752896332368804,0.8544324009768137,False
0.1,0.2,0.26,0.34,0.12,0.8,-0.2808655309470806,1.236182253461301,0.1463207817798278,15.570929294375023,0.8532483674487369,False
0.1,0.2,0.26,0.34,0.15,0.6,-0.2503302882952216,1.1261587170056322,0.15253978814595062,16.211482893940186,0.863770429141321,False
0.1,0.2,0.26,0.34,0.15,0.7,-0.35889731549429943,1.1509365995561627,0.15209413110689507,16.119820746813662,0.8549505179362652,False
0.1,0.2,0.26,0.34,0.15,0.8,-0.43620667703648947,1.1224008657414777,0.15150729849974862,16.182254245903295,0.8287598009696766,False
0.1,0.3,0.1,0.1,0.05,0.6,-0.15958517740050435,1.4139123774810516,0.14849005488708292,15.820835686030987,0.8919198647405413,False
0.1,0.3,0.1,0.1,0.05,0.7,-0.15395534514790898,1.413242228553436,0.14577108551873694,15.408493944222212,0.8913437564557947,False
0.1,0.3,0.1,0.1,0.05,0.8,-0.03909882066030341,1.428272705215557,0.1443982004165617,15.302260894406183,0.8818549626464112,False
0.1,0.3,0.1,0.1,0.08,0.6,-0.19466410270375972,1.3239640742703223,0.1454098147454127,15.385714314877674,0.8912306120330376,False
0.1,0.3,0.1,0.1,0.08,0.7,-0.18031236052291458,1.3252187773429176,0.14690207363306135,15.566320685919077,0.881760658480617,False
0.1,0.3,0.1,0.1,0.08,0.8,-0.24435345769285924,1.3109595986387477,0.15105276815271143,16.03117124267297,0.8820390627893323,False
0.1,0.3,0.1,0.1,0.12,0.6,-0.34759050616648085,1.1442347615523702,0.14807873228249074,15.86543137342884,0.8912171279245885,False
0.1,0.3,0.1,0.1,0.12,0.7,-0.18190300208984103,1.2037058588639515,0.1518435829370836,16.268496652936058,0.891598656067521,False
0.1,0.3,0.1,0.1,0.12,0.8,-0.34121499232823066,1.1892528674688607,0.15138196901788384,16.185789283414675,0.8824658449175034,False
0.1,0.3,0.1,0.1,0.15,0.6,-0.42585576612888365,1.0692073084103326,0.15459508151015605,16.44560337227654,0.8912143478115893,False
0.1,0.3,0.1,0.1,0.15,0.7,-0.3866662478133575,1.1501213280979026,0.151512235493413,16.16881372487624,0.8462526788011856,False
0.1,0.3,0.1,0.1,0.15,0.8,-0.4363646286158087,1.0767382913685626,0.1459937274501852,15.642793469014759,0.8825826540420207,False
0.1,0.3,0.1,0.22,0.05,0.6,-0.183474933428347,1.3754244357827183,0.14573850356048884,15.486054501879076,0.8909136823915669,False
0.1,0.3,0.1,0.22,0.05,0.7,-0.08549817845589487,1.3754244357827183,0.14800304653479612,15.765324517442902,0.8726316255008554,False
0.1,0.3,0.1,0.22,0.05,0.8,-0.10306483364857263,1.4414373725223086,0.15015711658314262,15.950870322953637,0.8731212936772881,False
0.1,0.3,0.1,0.22,0.08,0.6,-0.303807321262295,1.172501920882261,0.1478743832315436,15.727983613679575,0.8713331548934661,False
0.1,0.3,0.1,0.22,0.08,0.7,-0.3414075554342404,1.3009864939871731,0.1444411107442142,15.30642701438123,0.8555893932152915,False
0.1,0.3,0.1,0.22,0.08,0.8,-0.16617233878948764,1.344648270126109,0.14694516826332407,15.681455601833271,0.8813576202524779,False
0.1,0.3,0.1,0.22,0.12,0.6,-0.3315796288931479,1.1906482701261094,0.1510979279297833,16.173078431269627,0.8821973591702591,False
0.1,0.3,0.1,0.22,0.12,0.7,-0.36190458568797695,1.1469864939871743,0.14819324314777402,15.751427612579306,0.8907665852549389,False
0.1,0.3,0.1,0.22,0.12,0.8,-0.34027517581734124,1.1719373725223088,0.15157909449072937,16.188980236795402,0.8901349622751946,False
0.1,0.3,0.1,0.22,0.15,0.6,-0.4400400769650962,1.069914935604182,0.15136562140299908,16.08379458876803,0.8908047548373195,False
0.1,0.3,0.1,0.22,0.15,0.7,-0.39507929904668837,1.0855501185716867,0.14960267154627147,15.89129677493366,0.9087839419931396,False
0.1,0.3,0.1,0.22,0.15,0.8,-0.3488346610077047,1.0938591677299097,0.15001860654353447,16.007435940716007,0.8725473126606657,False
0.1,0.3,0.1,0.34,0.05,0.6,-0.10036338521977549,1.3959554648849464,0.14497398805268683,15.368115292774887,0.8639631164509481,False
0.1,0.3,0.1,0.34,0.05,0.7,-0.19462836519175908,1.2987131783324894,0.14603321813566517,15.458535898573311,0.8822895610610072,False
0.1,0.3,0.1,0.34,0.05,0.8,-0.17013225089805373,1.3959554648849464,0.13979957666062837,14.7487180623332,0.8811405638122968,False
0.1,0.3,0.1,0.34,0.08,0.6,-0.1346983649155888,1.3259244357827187,0.15014804267188836,15.938102603362658,0.8706246619570711,False
0.1,0.3,0.1,0.34,0.08,0.7,-0.23127212374519374,1.3259244357827187,0.14940993225897775,15.773036670072482,0.8910505779924218,False
0.1,0.3,0.1,0.34,0.08,0.8,-0.2585019253262333,1.300986493987175,0.150145410465757,16.108729433025037,0.8908892694277968,False
