lp_mean_%,lp_med_%,rt_mean_%,rt_p5_%,m_vol_mean,m_amm_mean,imbalance_mean,imbalance_p95,alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,strict_feasible,robust_feasible,score
0.3798854792326281,0.35673843435118974,0.011029547736359353,-0.022455104906057257,1.5146292546173266,0.75,-0.9976678348129417,-0.9960140316989867,0.3,0.4,0.3,0.2,0.1,0.8,True,True,-0.11586110544616357
0.13598292931861722,0.589389176557435,0.0008881574934337284,-0.010589654457498704,1.1564729206864037,0.8002590051295646,-0.9991363463611703,-0.9982886446667038,0.1,0.3,0.1,0.1,0.05,0.7,True,True,-0.11589211782443878
0.38381351668420394,1.0652574355672193,0.009461677238081199,-0.028500124661291135,1.1706526999649625,0.75,-0.9966198434767267,-0.9942712210611401,0.1,0.3,0.3,0.2,0.05,0.6,True,True,-0.11623252049461508
0.3921674929278026,0.6579034554660399,-0.001679500862633557,-0.03201357503234041,1.1886955436473525,0.75,-0.9980205822114386,-0.9961606863804212,0.2,0.4,0.2,0.1,0.05,0.8,False,False,-0.12265333812029383
0.3716877551423392,0.49418834066192524,0.00943330553724229,-0.01560410144687626,1.4219083614383201,0.75,-0.9981516912142074,-0.996841558453175,0.3,0.4,0.3,0.2,0.15,0.7,True,True,-0.12323391879172052
0.3868619707900982,0.7572504069435796,5.387251368885795e-05,-0.036743797019914703,1.1735548948139467,0.75,-0.997183923972734,-0.9939426385074629,0.1,0.3,0.2,0.2,0.15,0.6,True,True,-0.12777090100144106
0.3638465412637776,0.4180593511674557,0.010691674017781427,-0.017343241418553226,1.527968959653223,0.75,-0.9981767791538197,-0.9965861247616709,0.3,0.3,0.1,0.2,0.15,0.8,True,True,-0.130260746482306
0.3547751001867436,0.07523900113630438,0.015261072790222058,-0.00874587189772064,1.4330133453608305,0.75,-0.9974217832757979,-0.9955833963516125,0.3,0.3,0.2,0.2,0.15,0.7,True,True,-0.13040996122407822
0.11143092963334794,0.541033527858616,0.00856611839593253,-0.020710756378222516,1.1752360352478186,0.8007338203264175,-0.9975516704815549,-0.995797225500288,0.1,0.3,0.1,0.1,0.1,0.6,True,True,-0.1329049292107346
0.11052642555096738,0.1717266582889087,0.009714129420117809,-0.023288225686483834,1.319414683562365,0.8005787259557556,-0.9980693190911243,-0.9965423615706118,0.2,0.3,0.1,0.1,0.1,0.8,True,True,-0.13423827964070664
0.36369012487030894,0.8455682319100611,0.001338478600811155,-0.01815855209759609,1.1356524930693215,0.75,-0.9980019796497633,-0.996278601157039,0.1,0.2,0.3,0.1,0.1,0.6,True,True,-0.1419671216477561
0.3357653562127203,0.3884825649304272,0.004299056390873226,-0.008884455305066792,1.3593872205887723,0.75,-0.9990766740284707,-0.9984677551052692,0.2,0.3,0.3,0.1,0.15,0.8,True,True,-0.16262955824025854
0.3301931681210577,0.2843272974685652,0.001676763871196482,-0.008226255650995199,1.1554037468307348,0.75,-0.999082411443924,-0.9983271711525342,0.1,0.3,0.2,0.1,0.05,0.7,True,True,-0.1710852174939046
0.31934250862371255,0.44983651029852145,0.0028769774064000895,-0.02280620462251456,1.175411755452523,0.75,-0.997616316126809,-0.9952275213785595,0.1,0.2,0.2,0.1,0.15,0.7,True,True,-0.18632760033761314
0.06474259282618444,0.08729158381978436,0.0031290920989542935,-0.027297067419542215,1.1671950349918323,0.8008461329957018,-0.997176524244751,-0.9953892726636866,0.1,0.3,0.1,0.1,0.05,0.6,True,True,-0.18819065864437812
0.31807784573300685,1.2776839484254703,0.0024322990192104316,-0.023304951382791622,1.1505009774376314,0.75,-0.998328800273402,-0.9968711903416625,0.1,0.4,0.3,0.1,0.15,0.6,True,True,-0.1883253759970573
0.31603703749692,0.9225622608971935,0.0015865085578145033,-0.018625001798902308,1.1557616504462982,0.75,-0.9985996179550168,-0.9976662811833078,0.1,0.4,0.2,0.1,0.15,0.8,True,True,-0.18950915295326348
0.31280116528196134,0.7625587243484087,0.003669584526067215,-0.023252464862584556,1.1730760846066568,0.75,-0.9980908798343001,-0.9967046535464855,0.1,0.2,0.3,0.1,0.1,0.7,True,True,-0.19209631923179182
0.2934513578834425,0.6951390012582265,0.010464832297654726,-0.02014837953689386,1.373608697847725,0.75,-0.9977075357660471,-0.9957743945048687,0.2,0.3,0.3,0.1,0.1,0.7,True,True,-0.20205019517412937
